,NAME,INDUSTRY,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03
603889.SH,新澳股份,纺织,50.99,52.12,56.0,54.94,55.33,56.23,52.02,54.38,54.56,53.79,55.02,54.61,56.38,53.48,52.22,53.87,55.74,52.43,52.97,54.02,50.32,51.84,52.63,56.51,59.29,52.76,49.32,48.09,46.55,51.07,53.07,56.33,54.15,53.56,54.69,56.2,54.25,57.39,59.59,60.8,64.68,65.4,62.6,66.14,68.33,67.63,66.43,63.63,59.39,60.57,62.55,59.47,62.93,66.53,64.42,62.6,68.79,61.83,71.08,65.55,65.48,68.46,66.27,66.84,68.33,63.81,59.95,61.93,54.05,56.25,52.45,51.81,51.17,50.53,49.17,49.17,49.47,59.13,66.81,66.99,66.71,67.94,69.69,70.77,70.46,71.74,73.31,71.31,72.23,71.33,70.41,68.87,70.07,68.07,74.93,72.23,76.14,76.24,76.16,77.55,75.19,77.65,76.73,78.71,80.17,75.29,74.78,71.8,78.94,83.74,80.32,80.63,87.36,86.13,86.82,83.51,83.12,82.51,83.53,83.25,83.79,82.79,79.96,84.97,85.38,84.0,86.98,86.54,87.36,88.52,85.87,88.44,90.55,89.8,90.26,90.68,91.29,90.96,90.57,89.37,89.88,89.65,88.98,87.41,85.49,87.9,86.9,86.67
603279.SH,景津环保,环境保护,50.96,50.89,52.04,52.68,59.05,61.44,59.8,62.09,61.01,59.34,56.36,59.83,49.99,60.16,63.22,63.09,62.09,59.88,60.11,63.37,67.53,66.56,70.02,71.72,70.82,63.45,64.6,64.19,67.84,64.99,62.47,62.88,66.14,72.05,72.67,74.57,71.69,70.97,70.15,69.74,60.75,62.37,65.81,70.54,77.88,76.93,77.68,76.93,76.6,76.52,76.5,72.8,74.26,72.23,72.28,72.26,73.57,71.02,66.02,66.79,56.38,54.53,68.46,69.41,67.81,61.96,67.07,69.36,72.41,77.34,84.74,83.74,82.66,81.2,81.84,82.04,78.63,77.37,77.04,78.6,76.03,72.69,71.8,73.29,69.77,73.03,72.0,70.77,71.02,72.85,68.97,74.03,75.75,77.34,78.71,76.44,79.37,77.32,78.35,79.84,79.27,80.5,79.73,80.02,80.07,88.0,87.93,86.08,85.08,87.44,89.83,91.5,92.4,92.42,93.12,93.94,94.61,94.19,95.02,94.32,93.91,94.61,94.14,93.89,94.14,92.99,92.88,92.17,93.19,95.63,95.89,95.45,95.5,94.68,93.63,94.68,95.35,95.86,96.51,96.33,95.84,95.27,95.43,94.76,94.37,94.5,94.12,94.37
603159.SH,上海亚虹,专用机械,50.94,57.03,54.02,51.79,49.68,49.14,47.39,44.59,48.16,45.31,53.02,65.37,67.07,69.2,63.47,68.87,69.71,73.77,76.29,79.06,78.55,81.81,80.53,79.35,77.24,67.48,67.87,67.07,72.21,72.05,68.61,70.77,72.77,70.13,70.82,70.54,76.34,73.26,70.64,71.38,74.26,71.46,71.18,69.77,80.89,80.91,81.79,79.96,77.42,79.4,77.81,83.02,78.47,75.6,74.49,80.91,80.99,79.6,82.46,80.94,79.89,79.78,74.72,76.75,75.34,74.44,74.7,70.02,77.32,83.84,83.87,81.56,73.93,68.4,77.96,79.12,74.18,65.66,65.68,63.24,76.65,79.73,84.13,83.53,84.92,84.46,82.43,83.66,82.51,81.09,80.68,79.19,84.02,84.38,87.95,88.59,90.32,89.65,88.13,88.03,87.85,87.8,87.82,86.36,90.86,92.24,92.37,91.19,91.04,91.37,91.47,90.03,91.11,91.04,90.68,90.14,90.44,89.39,90.26,90.47,88.36,86.33,85.05,86.28,87.49,88.39,88.7,87.54,87.39,84.59,82.82,78.01,78.29,73.03,77.16,74.75,74.52,70.56,69.71,63.68,65.55,65.81,62.81,58.44,60.47,64.5,63.68,64.53
688030.SH,山石网科,软件服务,50.91,50.63,54.56,53.43,54.17,50.78,55.54,51.63,50.81,41.1,40.51,44.23,52.63,53.66,56.0,58.18,56.59,61.67,57.62,62.06,56.15,61.96,65.04,64.91,63.63,57.74,60.96,55.25,62.09,59.36,55.84,55.2,60.36,51.94,48.11,49.11,49.09,44.39,41.84,37.19,45.39,45.11,37.5,37.86,35.35,35.24,31.65,31.57,32.44,31.42,33.83,31.13,32.03,33.52,32.67,23.53,22.07,27.67,23.61,23.58,23.81,24.27,32.93,39.3,35.65,35.22,35.71,39.15,38.66,32.01,33.65,24.43,23.63,18.26,18.62,20.4,22.09,23.27,17.75,19.32,23.25,34.09,32.37,30.82,32.88,26.84,27.13,51.27,47.44,46.98,32.11,29.0,24.74,23.48,24.02,23.91,23.61,23.71,28.67,12.79,10.58,5.39,5.68,5.91,6.6,8.22,10.51,6.63,11.46,11.94,8.86,9.07,8.58,10.79,6.37,8.66,8.5,9.94,9.5,12.51,10.1,9.61,8.81,9.12,10.81,13.0,10.76,13.41,16.03,16.44,17.11,16.72,15.82,12.48,11.28,10.51,11.12,10.04,14.54,14.33,14.2,12.46,10.43,10.04,8.4,9.58,9.74,9.94
002171.SZ,楚江新材,铜,50.89,50.48,44.03,36.32,34.11,26.69,35.96,37.09,42.56,41.28,34.78,35.76,39.84,49.65,51.89,54.69,56.05,54.79,55.12,52.53,54.79,54.74,54.92,54.15,41.64,36.91,47.91,55.23,56.85,51.32,32.7,33.78,27.97,29.41,23.99,20.37,20.34,18.7,18.52,20.42,20.06,13.79,15.21,14.0,12.46,15.52,16.21,16.72,17.57,19.21,20.52,21.24,19.62,21.71,22.5,27.74,24.43,30.16,36.66,41.95,36.42,38.66,39.46,37.66,36.27,33.88,35.01,36.96,33.37,29.95,39.46,42.1,35.96,35.5,26.61,22.4,23.84,25.33,27.15,27.38,28.46,25.69,35.42,39.2,45.16,39.4,42.95,43.54,42.69,42.69,43.8,51.12,55.97,62.81,60.21,68.48,67.48,56.64,63.14,58.7,61.6,63.42,56.18,51.71,48.73,54.17,51.48,61.49,57.72,54.66,45.85,54.61,63.83,60.98,63.73,65.3,66.61,71.26,66.04,70.02,69.41,73.05,75.75,78.91,72.31,76.29,77.22,75.29,74.03,76.03,80.09,76.98,80.53,76.8,73.54,75.85,76.75,80.73,79.76,82.43,80.66,84.97,86.69,90.39,92.27,90.34,89.9,86.15
300296.SZ,利亚德,半导体,50.86,63.14,68.69,66.74,65.5,71.92,72.72,68.46,67.27,67.15,66.43,79.91,82.89,81.33,81.86,83.3,79.94,82.35,81.48,82.02,83.92,79.99,66.35,70.25,62.5,63.32,66.45,54.2,63.99,44.49,36.68,38.63,35.27,35.76,34.68,29.8,39.82,39.56,47.47,51.97,56.85,51.68,68.69,70.31,68.2,68.43,72.54,71.62,69.1,71.02,69.71,70.82,67.81,66.09,61.08,66.43,64.99,65.63,62.52,66.94,60.39,63.83,62.78,67.79,57.49,51.91,53.76,51.91,55.87,60.29,58.7,55.74,53.3,50.04,52.32,50.42,53.2,60.26,62.01,55.79,52.27,41.56,39.92,57.15,61.32,58.77,60.36,61.21,64.89,78.45,82.17,83.1,81.53,81.76,77.45,82.76,81.92,83.12,83.64,82.97,81.92,83.2,84.28,87.11,87.11,88.93,88.9,86.28,84.82,78.68,77.32,79.55,82.22,89.13,91.39,92.68,92.55,92.96,92.04,91.65,92.7,90.29,87.7,88.95,88.83,85.87,86.93,85.8,84.1,83.92,84.38,80.79,76.27,79.35,75.83,72.8,74.29,87.05,87.0,81.97,79.24,78.71,79.6,77.83,78.53,78.27,75.21,78.81
001872.SZ,招商港口,港口,50.83,29.8,30.67,39.25,39.66,40.71,52.22,46.85,46.85,41.9,45.44,49.34,47.39,56.41,57.15,54.46,58.62,60.18,60.34,55.95,59.44,62.06,64.09,63.91,71.59,72.18,70.02,69.3,68.53,67.38,68.15,69.05,65.96,63.96,59.47,59.41,61.73,58.77,57.92,59.98,61.91,60.98,61.73,60.13,62.5,57.51,60.39,62.78,62.11,60.83,63.24,65.27,65.63,59.83,63.47,62.34,63.47,61.06,60.31,61.21,61.21,58.82,60.16,59.03,53.56,55.02,52.97,50.42,51.35,53.74,50.86,48.83,48.91,50.96,55.02,56.46,54.97,52.4,56.9,54.07,55.05,57.26,62.57,62.27,62.83,59.85,59.93,65.25,64.32,67.69,68.46,69.2,70.95,65.35,69.89,70.36,74.8,75.06,72.59,74.85,70.77,70.15,66.17,70.95,66.74,68.23,64.04,66.61,70.28,66.14,64.45,61.91,64.81,66.12,66.02,58.98,58.44,57.77,56.49,57.67,57.23,57.92,50.76,50.99,54.92,51.04,42.41,47.73,47.06,47.86,46.44,45.88,47.73,46.75,50.76,51.5,49.68,50.68,51.01,52.56,54.69,55.0,59.54,57.08,51.91,56.08,58.26,56.41
300695.SZ,兆丰股份,汽车配件,50.81,50.35,53.63,61.06,59.59,56.49,53.89,59.67,52.17,39.84,39.61,35.94,35.55,38.45,37.76,27.41,27.97,31.8,29.49,31.85,28.64,32.16,36.12,40.43,40.92,32.75,32.19,25.51,14.9,21.63,17.42,23.17,21.45,21.78,25.74,26.46,29.05,28.0,31.85,39.3,37.12,35.24,34.7,27.84,27.31,26.3,25.04,20.22,17.54,18.42,15.67,14.74,16.8,19.29,18.67,11.02,10.1,14.38,18.55,21.5,22.55,22.99,22.09,23.09,25.28,23.48,22.71,23.81,21.65,24.12,21.65,21.86,22.91,22.17,19.21,19.06,19.5,18.55,16.83,19.21,22.17,23.43,22.71,21.65,21.86,24.71,27.05,27.72,29.67,31.06,26.0,23.4,25.07,25.04,30.36,27.97,35.11,34.52,34.6,35.04,35.71,35.06,35.42,30.23,30.59,30.52,29.26,29.82,25.12,24.89,27.18,25.12,19.6,20.55,23.71,19.5,19.14,19.75,23.25,23.71,23.99,22.66,19.8,16.23,16.49,18.65,17.52,18.91,25.12,31.67,32.42,31.31,29.46,33.37,29.28,27.9,28.92,25.64,26.38,31.9,29.33,26.74,24.3,19.62,20.5,18.16,18.85,23.84
603017.SH,中衡设计,建筑工程,50.78,50.6,53.92,54.92,55.74,51.43,53.1,51.58,34.45,24.38,17.13,13.87,11.3,9.68,7.81,7.83,12.1,19.83,18.34,20.22,20.73,19.52,21.81,27.61,33.39,42.56,39.33,34.83,32.01,28.15,26.12,32.13,28.74,27.18,25.92,24.17,26.59,27.54,25.94,32.85,31.88,31.88,32.91,32.21,31.9,37.68,37.89,40.38,38.76,39.43,40.12,38.15,37.35,36.6,41.95,39.25,37.73,43.95,43.49,42.87,45.26,48.24,50.01,49.22,41.66,41.79,41.18,39.79,40.2,43.03,40.1,42.13,42.23,45.44,45.7,45.98,44.44,45.29,44.72,45.03,45.29,47.88,46.83,49.5,47.65,48.65,49.73,53.89,55.82,57.23,62.21,60.98,59.44,58.21,61.42,60.72,75.75,81.3,80.5,69.07,68.69,64.81,69.77,67.92,63.16,63.63,64.58,64.96,67.09,68.92,64.35,70.97,66.99,66.81,66.14,61.21,67.09,68.64,66.86,65.3,56.36,53.84,47.65,43.41,41.59,39.58,37.3,33.42,35.73,35.99,30.85,31.88,32.98,37.12,36.09,33.19,32.83,30.39,30.67,30.75,31.67,36.68,35.24,34.04,27.82,23.66,30.82,29.13
600323.SH,瀚蓝环境,水务,50.76,46.55,45.77,45.77,53.84,51.68,50.96,53.97,56.36,41.64,43.59,46.34,45.72,56.36,57.54,56.61,50.96,41.95,56.31,58.44,59.95,57.44,55.07,55.48,48.7,55.07,48.63,54.71,57.54,65.86,66.68,64.27,62.6,61.85,57.41,52.32,47.44,53.17,52.35,50.6,56.2,58.9,63.22,64.19,63.19,64.63,61.75,60.24,66.61,64.42,62.21,67.22,71.95,70.82,67.66,65.63,64.89,69.07,62.11,64.5,60.62,61.98,57.85,57.62,51.68,53.4,51.22,51.14,57.41,61.7,61.47,70.64,69.87,68.58,66.14,68.82,66.71,65.4,62.37,61.98,59.29,64.81,58.52,56.25,56.79,54.46,60.13,59.47,61.29,51.97,53.33,49.4,51.12,54.2,56.87,61.11,64.63,54.48,41.97,34.91,28.9,32.75,27.23,27.72,27.25,24.27,20.01,22.86,19.73,20.78,14.28,14.2,15.13,14.98,13.95,23.3,30.0,39.28,40.87,47.14,51.63,52.14,49.34,51.09,45.7,47.16,45.39,45.29,43.1,45.98,41.9,36.3,39.35,34.4,39.46,34.86,31.21,32.65,24.87,25.15,20.47,18.21,20.4,19.42,28.59,27.31,31.34,24.02
002938.SZ,鹏鼎控股,元器件,50.73,48.06,46.9,51.12,51.97,55.69,60.29,65.53,70.87,71.92,72.36,67.92,71.41,66.12,56.95,51.89,54.76,51.5,51.4,54.74,50.19,44.75,53.43,50.45,53.35,53.25,54.71,50.45,25.64,21.4,12.43,12.1,8.35,6.7,4.68,4.6,5.32,5.86,4.7,4.5,4.32,3.49,2.59,2.23,6.22,3.72,5.32,5.83,6.78,4.29,4.73,4.85,6.65,7.06,5.91,5.11,4.88,4.91,7.73,5.81,5.19,6.01,5.21,3.8,3.24,3.29,2.7,2.11,3.16,4.34,3.65,5.42,4.93,4.26,4.85,9.58,7.99,6.68,4.68,2.47,2.54,2.31,2.29,2.39,2.77,3.01,2.8,2.36,2.05,2.16,2.08,2.98,2.88,2.83,3.21,5.14,6.63,5.24,5.03,5.24,6.27,9.56,9.45,12.41,5.14,5.96,5.7,6.19,6.4,7.6,7.42,8.35,13.72,16.23,19.78,23.2,18.29,21.94,22.32,26.64,27.84,33.73,28.59,29.93,29.93,34.16,26.82,20.96,17.06,14.36,14.38,18.85,16.67,25.15,24.27,16.26,14.38,15.28,16.21,14.77,13.05,15.49,11.17,11.53,12.3,12.0,12.69,12.3
002523.SZ,天桥起重,工程机械,50.71,48.83,50.06,49.83,51.22,50.14,47.08,38.76,37.99,38.07,39.28,44.95,42.9,46.39,47.83,48.01,48.99,48.39,47.6,45.59,48.32,51.09,49.34,51.09,52.99,45.08,37.91,33.7,47.83,42.26,43.59,43.62,44.93,48.42,45.34,44.9,45.77,47.52,42.54,43.03,44.8,50.81,54.71,51.84,57.74,57.92,57.39,57.74,55.07,63.14,63.37,65.3,63.55,59.54,60.21,61.37,58.93,57.72,53.48,52.25,55.0,50.83,54.79,59.59,58.75,61.52,57.23,57.54,59.93,55.05,53.76,54.28,51.73,51.53,49.78,51.45,47.78,44.49,47.83,43.9,44.39,43.98,45.77,45.08,45.31,45.44,47.29,46.55,46.06,51.73,49.37,48.32,48.81,43.69,47.44,43.21,43.57,40.89,35.96,35.45,33.47,35.09,36.01,35.09,36.86,36.53,36.37,38.53,38.92,40.48,36.86,31.83,35.73,32.93,35.19,38.07,39.02,45.47,48.93,46.57,45.41,44.34,40.17,45.93,47.44,45.44,54.82,54.07,55.25,53.4,52.04,49.58,48.47,50.04,49.88,52.68,52.92,52.94,53.15,56.9,54.25,57.15,53.28,47.34,44.49,54.3,54.15,52.97
002576.SZ,通达动力,电气设备,50.68,54.2,56.2,55.79,59.26,55.51,55.9,53.76,54.2,55.15,53.51,54.2,55.1,46.06,47.91,40.23,45.52,49.81,55.77,59.57,53.84,49.06,49.29,57.21,48.93,47.98,53.33,60.11,63.55,66.53,52.3,41.72,43.8,59.9,60.72,53.12,56.87,55.02,52.89,62.93,66.17,47.06,52.14,46.67,41.41,35.96,36.96,38.79,33.44,34.81,40.95,42.54,38.2,37.09,34.22,43.8,29.36,21.78,23.99,19.83,29.36,18.91,18.78,20.11,21.5,21.47,22.66,20.47,22.45,24.43,28.02,23.32,23.17,23.38,22.66,22.5,26.59,28.56,32.31,34.81,34.11,34.01,36.24,40.46,37.97,35.71,42.77,40.25,44.34,47.6,48.39,48.93,45.77,48.86,36.84,41.36,40.56,39.61,39.66,38.22,48.29,50.19,52.2,48.52,42.72,46.72,61.44,65.55,66.68,68.33,69.46,67.99,65.78,64.78,67.2,64.09,67.15,68.84,69.66,69.28,60.98,61.26,63.81,64.65,64.09,66.17,70.2,72.18,73.85,81.25,77.86,73.7,73.9,72.16,72.59,72.77,72.62,71.72,70.77,68.76,73.29,78.09,75.34,71.8,72.23,71.67,77.32,76.01
300084.SZ,海默科技,石油开采,50.66,53.4,50.58,47.29,45.31,45.77,46.08,47.39,42.72,45.65,44.39,49.22,52.71,56.1,63.58,58.41,49.47,41.69,40.05,43.57,49.83,49.4,38.66,29.13,31.39,20.63,14.1,21.89,43.21,41.1,30.62,30.52,29.75,31.65,29.28,28.98,32.47,27.9,40.15,42.54,37.55,29.13,28.38,32.08,33.83,28.69,32.16,32.73,22.94,26.2,25.66,29.0,24.71,21.42,20.83,22.63,23.89,26.35,32.47,27.23,24.45,20.11,24.45,29.15,35.04,23.94,20.58,12.77,17.54,14.72,24.51,13.74,16.62,14.31,14.31,14.03,14.33,18.8,23.99,27.13,30.03,47.68,37.63,40.79,47.5,43.67,47.42,42.26,53.92,52.86,67.15,64.04,53.61,60.42,70.15,67.99,65.22,69.64,65.68,68.07,67.66,67.99,71.56,72.21,77.29,65.81,70.0,68.87,72.03,74.83,72.9,73.98,69.41,68.71,65.66,67.48,69.77,69.05,74.24,77.34,70.69,67.4,70.33,73.31,77.83,77.55,79.35,77.58,76.09,77.52,82.22,79.06,77.42,76.24,70.9,75.78,75.03,76.57,75.93,79.01,81.12,77.11,73.93,71.13,63.73,64.37,67.66,71.41
600652.SH,*ST游久,互联网,50.63,53.89,49.11,43.18,31.0,27.13,24.63,31.24,24.99,21.11,25.25,20.45,20.24,18.08,17.6,24.17,23.66,20.96,18.16,19.19,18.88,18.03,23.79,24.09,18.55,19.45,19.93,16.95,17.8,22.66,23.07,22.37,22.25,23.22,24.56,32.26,27.0,25.69,24.66,18.62,15.95,18.93,19.24,27.02,26.79,33.21,29.85,30.67,28.41,28.69,29.77,29.44,29.77,25.46,23.91,20.55,17.06,18.19,18.03,19.57,65.43,19.29,24.33,21.22,27.02,26.61,19.6,20.78,17.7,14.64,16.77,17.52,18.03,19.78,22.84,21.11,16.23,17.6,24.94,32.11,36.68,34.34,28.67,33.83,32.01,33.93,46.85,35.27,33.47,39.46,43.36,61.67,64.06,63.7,68.38,64.37,72.51,74.54,73.21,71.31,75.08,79.73,73.85,79.09,84.41,88.06,91.73,90.75,89.49,87.75,89.57,87.41,85.92,86.64,85.59,82.64,80.76,82.28,87.13,86.8,86.08,81.81,76.6,80.94,85.02,83.0,81.53,74.11,80.76,84.95,81.56,82.82,85.26,87.72,88.7,88.08,87.0,88.31,87.72,86.23,86.49,84.13,80.48,73.98,71.95,75.75,76.32,80.66
603960.SH,克来机电,专用机械,50.6,45.77,31.34,16.47,13.36,20.01,20.86,24.25,27.25,28.54,29.69,21.81,19.14,20.76,18.11,8.96,9.35,5.91,4.83,6.52,5.01,2.62,2.85,4.08,4.01,5.75,9.35,10.97,6.63,5.78,13.0,9.79,8.3,9.4,11.12,12.92,8.81,13.67,12.12,11.58,12.33,10.45,9.4,7.35,7.3,7.37,5.09,5.57,5.42,9.3,10.1,12.1,22.14,23.89,32.06,31.47,23.2,20.47,20.63,23.12,23.94,13.79,11.79,14.9,9.56,10.33,10.76,14.26,13.74,16.47,16.47,20.76,23.71,19.47,26.28,25.84,30.98,33.52,38.43,20.73,14.67,11.82,11.51,14.82,14.15,14.92,15.87,14.38,18.85,14.85,10.74,12.92,21.4,37.84,18.14,17.36,9.45,6.52,4.93,5.01,5.83,4.91,5.73,5.34,7.89,18.14,9.17,10.4,8.99,18.39,16.44,19.86,21.91,17.88,13.67,11.56,19.6,19.91,21.89,20.04,23.63,26.15,29.67,40.02,33.29,40.82,41.07,36.4,38.43,40.07,35.47,35.68,34.73,24.12,25.33,21.35,26.41,22.6,28.59,25.1,27.18,34.27,31.47,51.22,61.78,60.8,49.17,46.44
603357.SH,设计总院,建筑工程,50.58,50.76,52.97,52.32,49.99,45.29,46.96,45.31,46.11,46.96,45.67,42.38,38.2,39.94,38.12,38.4,42.05,43.1,43.75,42.97,39.22,41.82,43.54,42.79,50.19,49.29,47.7,48.55,46.49,49.34,50.35,50.17,49.76,50.22,48.27,51.25,50.94,51.12,49.78,57.82,51.94,52.4,51.5,50.42,53.74,56.1,53.53,55.33,53.1,55.02,56.13,52.38,48.7,52.14,52.66,52.17,51.3,49.68,47.62,46.19,46.67,45.54,46.42,47.75,48.11,46.98,42.79,43.75,43.87,42.69,41.33,40.15,41.77,41.59,43.44,44.31,37.4,37.48,35.17,35.27,37.73,35.94,38.2,38.07,37.22,37.02,35.53,34.57,35.47,36.73,35.76,33.16,32.01,29.67,35.88,32.85,41.48,40.82,40.89,40.89,41.1,40.46,41.38,43.95,41.36,36.96,37.35,37.09,35.58,36.86,38.02,35.14,32.67,32.98,32.52,33.55,36.14,38.12,39.17,36.3,34.5,31.72,31.7,29.39,30.57,31.11,31.98,31.0,33.03,31.08,31.13,32.65,34.11,38.56,41.79,43.49,40.38,41.46,42.64,42.18,44.08,42.59,44.8,41.92,40.23,43.0,46.52,44.36
000958.SZ,东方能源,多元金融,50.55,49.55,56.59,52.97,51.68,50.27,47.16,44.95,31.62,37.63,38.81,37.86,33.44,29.69,29.36,31.65,40.15,32.16,30.98,44.7,40.56,33.78,31.52,50.78,53.48,63.5,65.07,65.71,67.17,69.56,66.04,68.58,69.23,73.9,70.0,77.99,73.31,77.14,75.75,72.1,82.51,80.27,77.42,76.5,75.6,73.18,71.9,74.47,70.56,68.84,67.4,66.2,67.97,67.84,66.4,63.65,63.04,61.98,59.93,62.42,60.6,59.9,62.09,64.01,62.98,61.67,59.57,61.32,62.83,62.47,62.98,63.16,63.24,67.04,67.53,64.17,63.83,59.52,63.19,60.93,58.64,59.23,51.66,52.07,50.27,54.02,47.26,48.93,54.89,53.53,52.94,50.58,52.12,47.21,49.29,50.42,42.74,32.67,18.34,12.15,37.89,31.24,33.32,24.12,28.36,26.46,29.44,35.37,35.01,38.79,43.51,45.26,46.57,45.77,46.72,50.5,51.01,53.99,58.52,44.9,42.82,41.82,42.82,45.67,51.07,47.68,49.09,50.6,48.5,48.24,50.94,49.52,51.19,52.3,51.5,54.46,49.94,49.76,51.66,42.15,44.62,49.78,49.01,49.7,50.91,50.45,54.87,52.61
002335.SZ,科华数据,电气设备,50.53,46.01,38.48,43.28,42.02,40.02,27.74,19.37,16.29,23.99,16.36,13.92,17.6,12.38,14.64,12.54,7.68,12.69,13.69,5.68,4.32,2.77,2.75,2.03,2.41,4.55,4.91,4.98,3.16,3.26,5.42,5.24,3.31,4.01,5.47,6.16,5.03,4.11,3.44,6.65,79.63,73.54,75.57,78.83,68.71,67.15,47.6,52.07,44.59,39.15,43.31,45.83,48.06,52.71,34.99,34.01,37.58,34.34,35.78,28.13,29.98,24.99,22.81,23.63,17.29,15.16,18.7,17.52,18.96,10.27,9.53,8.94,11.46,9.63,8.43,9.66,12.46,18.93,22.25,27.82,19.19,15.75,13.77,13.02,12.33,11.74,10.35,11.94,8.66,8.94,7.58,8.09,10.4,18.44,17.62,19.06,19.8,20.83,36.09,49.88,53.69,42.31,65.07,65.04,64.86,65.86,66.4,61.88,58.75,59.85,39.82,39.56,37.97,44.64,39.12,50.96,60.93,57.1,57.62,61.37,58.44,67.79,80.94,85.8,88.06,91.75,93.22,92.73,93.22,93.04,94.68,95.61,94.07,92.96,92.04,91.27,92.19,94.79,95.4,94.86,96.35,96.69,95.81,96.48,94.58,93.32,93.99,95.17
300527.SZ,中船应急,专用机械,50.5,54.64,58.93,55.54,52.02,45.75,34.04,42.1,38.07,35.73,34.6,34.01,30.05,33.73,43.69,41.43,39.97,39.76,51.71,29.69,27.13,24.99,23.56,26.2,22.76,25.04,19.19,14.08,27.07,30.11,33.39,32.44,39.2,39.25,35.55,24.58,19.03,21.73,20.29,21.01,17.49,4.73,2.29,2.7,1.93,2.77,3.31,3.39,4.83,5.55,9.56,9.81,8.96,12.69,14.0,11.61,10.27,12.43,16.65,17.47,18.42,11.28,16.52,19.78,19.91,22.94,22.84,25.87,24.45,24.58,34.52,33.52,27.54,28.15,27.69,26.05,27.87,17.34,19.57,19.19,18.16,19.16,21.5,21.17,22.32,29.1,23.45,33.16,26.79,38.63,38.07,37.27,39.94,52.5,57.64,53.94,53.38,38.74,37.22,39.53,41.3,39.33,34.6,32.42,33.19,30.11,33.03,32.91,43.03,25.61,30.34,41.48,45.36,45.08,51.22,57.13,52.4,62.34,59.83,62.83,60.18,57.1,52.89,53.69,55.25,58.62,70.9,68.82,72.59,76.96,78.24,74.42,75.88,74.54,70.85,73.11,74.34,76.7,75.24,74.42,80.02,76.14,72.13,74.36,78.17,80.53,77.19,72.72
603398.SH,邦宝益智,文教休闲,50.48,52.79,49.88,46.85,48.96,48.5,44.67,52.4,44.0,41.25,47.24,50.63,52.94,48.32,34.99,35.47,33.88,30.57,39.74,24.22,22.55,28.74,30.18,39.53,41.84,42.1,46.85,50.73,50.27,46.78,48.55,48.88,48.68,40.79,41.23,42.05,50.71,53.02,54.79,58.72,51.19,58.98,59.39,53.66,51.81,52.99,60.11,65.27,64.47,61.19,68.17,72.93,69.56,64.53,62.03,62.19,70.28,68.3,74.08,68.1,65.04,47.52,51.14,51.27,63.45,56.64,48.91,46.88,43.41,20.78,21.53,18.91,23.25,18.7,17.88,19.47,19.06,19.42,22.84,26.02,28.98,32.01,28.33,22.12,24.92,26.05,29.03,18.26,23.07,24.76,22.53,26.74,29.18,20.04,23.99,21.17,24.33,27.95,22.19,29.64,30.46,34.42,28.49,29.87,26.12,33.47,50.19,46.88,56.31,54.51,45.03,38.43,36.09,36.55,45.8,44.88,47.47,48.55,48.47,43.72,58.57,57.31,55.92,54.05,59.85,57.92,59.05,50.5,52.86,54.07,47.83,46.83,44.8,50.96,58.85,58.34,61.08,58.95,65.07,62.52,73.18,73.8,73.11,73.52,69.97,71.0,67.22,57.41
