,NAME,INDUSTRY,2021/6/30,2021/7/1,2021/7/2,2021/7/5,2021/7/6,2021/7/7,2021/7/8,2021/7/9,2021/7/12,2021/7/13,2021/7/14,2021/7/15,2021/7/16,2021/7/19,2021/7/20,2021/7/21,2021/7/22,2021/7/23,2021/7/26,2021/7/27,2021/7/28,2021/7/29,2021/7/30,2021/8/2,2021/8/3,2021/8/4,2021/8/5,2021/8/6,2021/8/9,2021/8/10
000887.SZ,中鼎股份,橡胶,71.7,68.52,62.59,62.75,73.87,69.26,67.73,73.45,74.72,83.39,90.06,95.44,91.97,93.43,92.29,92.34,92.16,93.06,90.54,90.73,89.43,91.92,93.4,94.75,94.91,93.43,95.1,92.5,91.76,86.83
300209.SZ,天泽信息,软件服务,71.67,95.71,92.47,93.11,89.0,53.39,15.63,7.6,8.77,4.69,4.05,4.82,6.23,6.36,6.23,6.54,8.43,8.82,8.43,14.36,9.17,1.35,2.15,2.07,3.66,20.35,31.56,34.26,33.84,27.03
000005.SZ,ST星源,环境保护,71.65,65.1,61.63,67.2,50.61,55.17,64.6,75.62,60.97,77.98,83.84,88.39,86.54,84.71,87.49,83.89,74.27,79.92,87.15,84.34,86.51,82.25,80.6,76.34,78.54,73.26,59.11,54.9,75.65,60.94
603599.SH,广信股份,农药化肥,71.62,65.0,45.47,43.43,45.2,43.3,36.83,33.41,47.14,52.2,85.14,83.62,87.18,84.53,77.53,77.56,79.78,72.34,66.43,50.16,45.02,62.45,63.41,61.9,53.42,47.8,44.01,56.84,74.35,75.28
000158.SZ,常山北明,软件服务,71.6,54.64,74.24,73.53,45.26,39.56,10.97,7.71,22.28,38.74,46.34,4.93,1.48,1.22,1.35,1.85,1.78,1.96,1.14,1.83,1.3,4.72,6.68,7.79,4.35,6.33,5.41,3.5,1.85,3.18
603665.SH,康隆达,纺织,71.57,66.22,24.67,13.3,18.6,16.51,11.26,17.2,20.59,23.61,43.51,43.93,41.57,40.38,43.19,62.67,62.27,53.34,46.77,48.86,51.7,45.71,35.67,6.33,4.8,1.88,3.6,3.71,3.44,3.71
300138.SZ,晨光生物,食品,71.54,81.51,81.82,83.7,83.52,80.87,81.11,82.67,88.47,88.53,84.13,79.04,82.78,84.61,80.98,81.03,70.83,64.79,50.13,29.15,30.34,19.32,21.36,15.55,17.44,18.23,17.62,17.46,11.9,18.52
603118.SH,共进股份,通信设备,71.52,91.23,78.3,72.52,64.92,64.68,67.06,60.78,71.83,68.28,64.36,60.73,54.19,68.34,73.9,69.1,68.34,65.87,60.04,61.02,79.73,45.81,66.67,67.89,66.61,68.95,69.02,68.39,68.44,63.7
600277.SH,亿利洁能,化工原料,71.49,66.8,50.66,61.31,65.74,63.62,61.16,72.1,78.54,79.81,82.51,86.46,85.88,87.89,87.78,82.38,79.12,79.94,80.37,68.92,64.97,70.91,74.32,72.13,65.0,64.07,63.75,70.99,82.83,84.23
600172.SH,黄河旋风,矿物制品,71.46,65.82,89.75,96.93,98.81,98.75,97.72,95.57,89.75,87.92,94.65,95.6,95.2,93.72,93.75,90.7,90.65,84.26,70.14,45.36,27.69,50.56,36.72,10.25,1.88,2.97,2.15,1.83,4.35,6.41
300387.SZ,富邦股份,化工原料,71.44,62.56,66.59,71.17,72.73,67.2,64.76,72.58,71.17,64.81,66.96,59.06,59.3,61.08,59.54,62.59,62.43,54.9,55.7,57.5,41.57,51.91,53.39,46.48,50.48,46.61,49.13,30.31,41.49,51.54
603345.SH,安井食品,食品,71.41,72.71,63.06,17.65,7.55,8.13,5.48,9.14,4.5,4.0,7.76,3.66,2.7,1.75,1.48,1.62,0.98,0.72,1.01,0.79,0.79,0.98,0.85,4.45,13.99,6.36,28.4,6.33,23.48,20.93
300611.SZ,美力科技,汽车配件,71.38,60.68,50.58,88.87,87.07,84.82,78.62,78.33,76.31,81.43,83.65,80.37,71.07,71.6,64.65,67.22,57.87,73.42,69.85,62.45,45.57,66.53,70.43,50.34,63.41,66.59,71.01,71.99,66.64,68.1
300590.SZ,移为通信,通信设备,71.36,85.72,78.06,80.98,66.88,60.44,68.42,50.05,68.73,60.94,21.12,12.64,56.17,92.1,97.09,95.68,95.44,97.11,96.95,97.43,98.83,98.22,97.03,96.77,96.74,98.07,96.5,97.22,96.45,96.69
002405.SZ,四维图新,软件服务,71.33,72.15,54.53,68.71,60.52,55.3,67.49,58.03,60.94,77.32,60.78,53.74,59.43,47.38,45.92,31.43,27.87,31.24,9.25,21.25,15.0,22.18,35.98,19.45,20.67,23.05,26.26,19.87,16.91,12.48
600624.SH,复旦复华,化学制药,71.3,74.4,64.57,70.83,60.28,51.27,31.58,34.76,36.22,25.07,32.91,24.03,29.97,32.96,21.65,20.93,21.94,29.94,30.79,34.53,13.12,10.28,6.04,4.85,5.41,5.03,8.21,7.84,7.29,5.33
603766.SH,隆鑫通用,摩托车,71.28,64.23,62.77,54.24,56.01,59.01,59.3,63.35,49.79,39.61,36.33,51.67,14.04,16.83,10.1,25.7,20.93,33.68,31.72,38.63,35.27,39.59,39.19,39.51,41.1,34.31,33.84,30.5,38.71,36.88
002152.SZ,广电运通,IT设备,71.25,71.54,71.46,75.68,78.22,71.38,63.88,50.32,40.04,22.73,39.4,17.41,14.33,25.2,25.78,15.69,16.43,9.51,9.99,8.08,5.3,8.13,8.0,9.22,6.92,8.27,13.2,16.11,17.3,14.6
002600.SZ,领益智造,元器件,71.22,72.34,76.26,75.91,69.24,77.61,85.96,88.21,62.32,16.45,25.33,16.16,10.15,6.17,8.8,1.8,1.54,1.78,2.81,4.98,2.6,3.39,3.05,2.73,2.97,2.41,1.56,1.91,6.92,14.33
300288.SZ,朗玛信息,软件服务,71.2,36.12,54.29,62.08,45.65,58.37,59.59,45.73,58.21,55.51,50.61,47.43,29.41,13.22,17.44,43.08,53.52,36.62,25.38,28.3,18.73,47.51,48.81,44.89,55.41,55.46,53.55,52.12,40.65,37.63
600898.SH,ST美讯,通信设备,71.17,52.41,46.71,50.79,63.49,58.9,48.3,55.83,51.88,34.66,22.58,29.12,27.53,18.84,20.8,19.63,16.77,18.47,15.0,16.08,11.9,17.59,13.94,9.33,7.92,9.01,7.6,8.43,10.47,11.05
002206.SZ,海利得,化纤,71.14,70.3,75.01,74.14,77.21,76.63,70.35,82.25,83.65,83.6,87.2,85.11,89.4,90.67,79.2,83.31,90.14,86.57,81.29,64.23,75.62,74.03,62.19,78.8,86.78,87.44,90.09,85.32,75.25,68.44
000851.SZ,高鸿股份,通信设备,71.12,67.46,66.64,68.84,71.78,64.33,66.69,48.22,60.73,57.87,61.84,60.81,30.9,51.32,44.99,55.38,60.81,59.33,55.35,54.35,32.03,47.22,42.85,39.19,36.91,41.28,46.24,48.57,37.84,40.33
603559.SH,中通国脉,通信设备,71.09,66.59,62.32,81.58,76.82,69.34,70.24,66.72,70.64,71.04,55.96,39.53,46.0,51.99,66.88,61.34,64.31,62.98,57.82,73.64,92.08,95.05,97.27,87.97,81.77,82.19,82.25,78.86,78.17,77.56
002442.SZ,龙星化工,化工原料,71.07,31.74,38.21,73.26,86.99,95.07,90.59,88.16,92.32,87.44,90.43,96.18,97.01,96.87,97.11,96.32,94.57,91.18,95.15,93.35,92.82,93.72,91.36,86.09,61.23,35.96,61.98,70.91,61.55,80.66
300256.SZ,星星科技,元器件,71.04,36.57,64.15,83.33,83.04,81.85,87.31,83.81,78.4,58.64,56.89,66.24,66.06,63.62,74.32,71.67,79.49,78.27,79.81,79.23,68.26,80.84,83.2,68.71,58.64,66.67,50.13,51.4,38.47,51.17
002741.SZ,光华科技,化工原料,71.01,79.23,74.56,63.09,54.37,84.76,90.12,92.82,91.89,90.78,95.5,96.08,95.26,94.04,94.09,95.05,95.15,95.39,94.2,92.53,94.09,92.34,94.38,95.28,97.24,93.48,89.67,89.69,89.37,90.09
002553.SZ,南方轴承,汽车配件,70.99,71.14,81.27,84.02,86.17,81.64,63.83,53.02,46.37,46.61,78.17,72.2,69.37,81.0,92.32,90.12,92.08,94.73,95.84,98.01,97.62,97.06,96.21,96.24,96.56,97.46,96.69,96.18,96.58,96.82
300403.SZ,汉宇集团,家用电器,70.96,71.7,74.77,68.02,77.45,84.55,85.43,81.58,80.84,75.17,70.43,74.8,77.64,72.07,64.52,69.85,61.98,51.17,53.15,60.92,31.45,43.14,30.71,33.02,43.61,25.73,22.02,33.33,56.12,61.69
600082.SH,海泰发展,园区开发,70.93,68.87,51.22,48.3,52.44,43.48,55.72,59.09,45.07,44.44,50.05,43.88,40.83,34.47,38.0,42.45,24.88,18.36,22.6,21.33,13.8,16.53,20.75,24.19,19.29,20.54,15.13,12.98,21.17,23.56
002907.SZ,华森制药,化学制药,70.91,79.94,77.85,67.49,63.88,63.65,37.63,48.12,53.44,22.18,35.53,30.87,31.88,9.04,21.73,21.7,25.86,22.5,20.77,31.45,27.08,17.04,18.92,31.48,42.08,36.2,39.27,40.22,36.22,42.02
002822.SZ,中装建设,装修装饰,70.88,65.47,67.57,64.36,72.84,68.84,65.37,63.14,54.24,64.94,63.75,62.61,63.09,61.53,63.94,60.39,30.13,25.15,20.91,18.68,12.43,18.49,15.5,14.71,9.35,8.96,11.74,10.7,11.47,8.48
603389.SH,亚振家居,家居用品,70.85,81.85,81.93,79.76,85.45,84.5,83.04,82.59,80.98,81.03,78.06,76.63,78.03,74.24,69.08,72.87,74.06,68.52,41.55,48.52,45.18,46.79,37.76,29.36,33.73,28.22,39.9,44.78,37.12,53.47
002174.SZ,游族网络,互联网,70.83,84.63,63.83,44.17,38.29,46.56,12.53,21.3,14.26,31.35,14.2,17.94,7.21,5.64,8.82,6.49,4.74,5.09,2.78,2.73,3.29,4.27,5.46,2.94,1.8,1.64,1.96,1.35,1.96,2.01
300171.SZ,东富龙,医疗保健,70.8,75.25,77.61,71.99,68.92,93.32,96.05,94.97,94.46,93.75,96.03,94.89,92.29,85.51,78.67,81.53,81.0,75.3,61.79,74.88,84.21,93.43,93.93,93.27,96.4,85.96,75.78,86.99,91.97,93.4
600546.SH,山煤国际,煤炭开采,70.77,18.87,30.79,53.79,20.54,26.97,4.4,5.91,3.74,9.35,20.35,13.41,23.56,19.82,22.92,11.13,13.3,11.23,62.24,65.79,49.5,57.47,67.89,63.8,51.75,57.47,67.33,70.85,70.91,60.55
603166.SH,福达股份,汽车配件,70.75,68.39,63.54,61.69,71.44,70.61,69.29,64.52,68.18,82.11,93.35,90.33,86.96,79.52,77.56,75.68,82.75,83.73,90.36,87.18,92.4,93.19,92.18,91.81,91.04,90.57,89.48,94.17,92.26,78.86
603067.SH,振华股份,化工原料,70.72,70.38,65.79,74.43,67.46,75.7,70.14,81.27,85.69,78.03,79.49,82.14,91.63,96.93,96.32,97.75,97.09,96.53,98.36,97.62,96.87,95.87,95.15,95.07,94.83,94.14,97.06,95.95,93.0,95.55
300052.SZ,中青宝,互联网,70.69,66.83,77.05,79.97,79.92,84.98,80.71,69.32,80.5,93.43,80.84,72.36,84.18,89.53,88.87,90.17,92.45,87.02,84.74,81.61,79.46,79.54,74.24,70.14,40.09,27.64,16.98,21.36,15.32,1.14
002846.SZ,英联股份,广告包装,70.67,77.5,80.31,76.42,80.05,75.04,69.55,69.98,64.15,69.45,71.89,78.64,78.22,70.03,73.03,37.1,18.76,32.22,33.33,17.04,19.61,15.45,12.16,15.92,12.08,13.46,19.48,19.98,19.21,17.78
300065.SZ,海兰信,软件服务,70.64,71.57,70.08,72.07,72.55,62.11,71.44,62.03,59.49,60.52,65.13,0.85,1.14,0.72,1.11,2.09,1.09,1.85,2.33,2.57,1.62,2.15,2.46,1.96,1.22,1.3,1.93,1.51,0.93,1.96
002791.SZ,坚朗五金,其他建材,70.61,82.46,66.67,69.32,53.6,76.5,79.6,55.54,63.04,85.0,92.13,88.42,84.02,83.94,88.24,91.55,89.59,89.64,83.78,73.79,78.19,72.31,71.75,73.85,85.16,81.66,83.62,85.19,90.96,74.19
002108.SZ,沧州明珠,塑料,70.59,35.72,28.46,38.29,48.78,86.54,90.57,95.84,96.48,94.7,97.85,98.41,97.69,97.56,98.09,98.89,99.1,98.6,97.88,97.3,97.59,98.62,98.81,98.54,98.41,97.93,98.28,97.93,96.95,97.32
300036.SZ,超图软件,软件服务,70.56,79.25,91.02,96.58,95.07,94.22,96.9,93.06,85.43,95.07,66.11,65.32,76.31,65.05,66.61,68.57,73.05,77.27,80.68,90.86,86.88,93.38,85.96,77.05,77.48,81.45,57.37,55.25,66.93,62.77
000570.SZ,苏常柴A,机械基件,70.54,45.1,42.98,40.38,41.76,48.41,43.08,55.86,57.02,51.22,60.97,23.58,57.55,50.98,54.56,71.28,65.92,72.28,72.28,71.09,72.92,86.06,85.77,86.01,89.93,87.94,90.67,87.73,85.72,89.0
300240.SZ,飞力达,仓储物流,70.51,62.82,57.9,66.77,71.14,69.05,60.92,63.65,58.9,52.04,54.98,40.7,40.89,43.93,30.5,26.07,38.5,35.85,40.83,34.9,36.54,52.91,49.47,41.39,35.06,43.8,47.91,43.77,51.01,48.33
000796.SZ,凯撒旅业,旅游服务,70.48,61.9,49.26,53.39,31.9,29.62,19.16,22.71,60.25,42.47,41.89,48.65,51.67,54.74,55.88,53.02,50.74,55.33,59.94,4.64,4.48,4.98,5.48,3.55,5.62,4.05,7.23,5.09,1.75,1.88
300617.SZ,安靠智电,电气设备,70.46,53.74,36.51,28.43,28.78,56.36,59.46,61.45,50.45,57.74,63.17,60.63,47.3,31.11,29.78,55.14,44.81,62.88,78.91,63.09,27.21,55.59,62.96,67.51,63.78,63.57,62.85,54.08,41.44,50.9
600839.SH,四川长虹,家用电器,70.43,70.35,64.79,59.59,64.65,58.88,37.2,31.29,45.02,18.71,14.44,26.89,23.82,39.61,14.41,22.73,23.16,42.21,36.41,46.26,41.65,43.48,36.65,41.94,41.79,39.24,41.47,49.81,46.42,53.15
300177.SZ,中海达,通信设备,70.4,73.26,63.57,87.04,82.56,78.64,80.68,72.66,73.08,63.75,61.42,65.02,75.44,81.45,80.55,77.5,77.5,81.72,68.2,71.83,65.87,69.29,74.4,55.59,61.45,66.0,71.94,73.87,71.41,69.87
300557.SZ,理工光科,电器仪表,70.38,63.88,65.77,71.89,77.37,72.1,74.38,68.23,69.32,65.61,72.76,67.06,65.71,64.04,66.35,70.06,69.63,63.49,64.44,67.99,64.86,70.43,76.31,70.38,82.86,81.61,83.81,75.65,73.13,74.14
002713.SZ,东易日盛,装修装饰,70.35,75.83,77.24,73.11,80.82,74.43,69.66,76.02,71.97,73.11,71.54,71.67,70.19,71.54,70.38,66.75,62.98,62.35,59.54,43.43,23.56,15.61,12.75,11.13,9.27,9.46,14.71,10.89,26.71,26.18
688369.SH,致远互联,软件服务,70.32,68.42,72.73,69.08,76.71,76.95,81.8,57.15,47.91,58.8,63.88,55.48,67.67,56.12,77.48,70.61,76.5,72.07,62.14,62.29,41.2,36.2,28.35,35.53,22.36,16.45,24.72,49.97,84.82,81.43
603289.SH,泰瑞机器,专用机械,70.3,75.09,74.62,78.86,78.38,82.01,76.21,73.16,75.57,82.27,82.56,86.38,83.97,83.57,72.81,74.83,75.81,77.0,76.05,72.81,74.59,75.44,62.45,55.46,51.22,50.08,49.6,50.21,38.18,34.9
002580.SZ,圣阳股份,电气设备,70.27,56.76,64.49,76.15,85.03,80.02,82.91,88.02,91.31,82.54,88.87,93.48,93.77,91.02,96.34,96.79,96.69,97.77,99.02,98.54,99.47,99.44,99.44,98.97,98.04,97.91,97.77,97.46,97.8,97.38
601877.SH,正泰电器,电气设备,70.24,73.34,80.47,64.28,54.45,57.13,68.55,52.31,75.99,70.46,67.94,71.89,68.6,67.36,73.77,78.33,58.0,79.36,83.73,84.92,81.08,88.0,93.32,97.67,97.4,98.7,98.91,99.44,99.13,99.44
603277.SH,银都股份,专用机械,70.22,61.53,61.16,14.2,7.23,10.52,3.9,4.9,2.65,6.49,8.51,5.54,8.37,17.41,12.59,7.47,25.2,15.71,4.58,13.33,10.36,13.73,9.94,36.67,45.87,44.67,53.47,45.89,45.34,32.06
603029.SH,天鹅股份,农用机械,70.19,73.29,63.12,71.12,74.48,76.76,72.2,72.42,87.68,90.28,78.27,69.02,77.82,78.51,74.67,67.86,67.04,64.55,55.17,65.34,61.21,56.6,59.86,69.55,78.19,79.73,89.27,82.99,65.87,52.52
002273.SZ,水晶光电,元器件,70.16,65.61,67.65,63.88,60.7,64.31,78.75,83.86,74.64,54.53,59.25,38.92,76.95,76.21,83.25,74.72,70.67,65.95,53.52,51.11,35.48,53.47,56.2,52.91,50.87,52.17,75.81,64.84,72.97,59.62
002065.SZ,东华软件,软件服务,70.14,71.83,68.31,67.41,57.0,40.65,31.56,10.78,21.41,45.1,36.27,28.4,28.8,26.52,41.41,30.74,31.08,31.88,30.95,28.17,33.28,36.06,30.55,30.95,30.63,31.64,31.19,35.43,23.98,16.75
002831.SZ,裕同科技,广告包装,70.11,68.28,67.04,61.39,71.33,72.55,69.87,67.7,75.65,62.4,57.92,55.88,56.73,49.89,42.29,37.76,40.22,27.05,28.62,34.79,47.64,42.21,31.29,44.52,37.25,39.11,44.46,35.88,21.97,13.35
002210.SZ,*ST飞马,仓储物流,70.08,73.11,67.67,70.91,83.41,84.58,71.25,77.85,71.89,53.66,16.96,26.13,26.15,35.43,48.41,23.34,19.85,20.8,14.47,19.4,23.16,24.06,27.5,33.17,12.85,13.78,13.25,10.23,12.29,14.04
601615.SH,明阳智能,机械基件,70.06,73.93,77.03,79.78,88.02,90.43,89.0,82.94,85.48,90.25,87.49,87.2,84.34,84.84,89.37,87.63,82.11,87.25,83.62,90.28,93.08,95.42,95.65,94.91,93.03,92.71,91.47,90.57,83.2,75.09
603416.SH,信捷电气,电气设备,70.03,76.89,67.38,57.98,48.86,76.02,80.95,66.56,81.72,79.99,84.0,86.57,86.17,80.84,81.82,80.18,76.15,74.3,69.58,74.01,67.49,69.21,81.98,92.29,95.97,93.22,89.08,89.85,82.56,88.69
000830.SZ,鲁西化工,农药化肥,70.01,48.97,62.29,75.41,71.99,74.64,63.62,71.12,63.49,69.93,85.48,85.53,91.18,92.21,87.41,87.49,90.99,86.86,85.4,72.52,80.07,88.61,79.23,69.93,62.98,65.82,51.3,53.13,58.35,22.92
002753.SZ,永东股份,化工原料,69.98,62.29,63.73,67.25,70.19,77.74,69.08,77.82,81.82,78.06,73.08,81.4,81.03,82.49,86.49,85.85,86.51,81.29,80.55,80.31,74.01,74.09,71.83,69.79,70.59,67.25,63.65,63.7,59.62,69.63
300059.SZ,东方财富,证券,69.95,65.18,41.28,35.24,36.59,48.99,66.32,58.9,66.85,61.47,77.93,80.26,74.17,74.19,74.51,80.47,84.61,67.7,60.12,52.78,46.21,68.2,67.99,77.77,80.18,77.21,67.2,67.97,59.94,68.65
002873.SZ,新天药业,中成药,69.93,80.58,76.36,63.8,57.87,56.2,45.02,42.45,33.92,36.22,44.62,26.44,23.13,27.98,37.73,23.08,33.39,26.95,24.4,18.2,12.32,9.35,16.8,31.56,42.63,41.87,50.58,44.01,42.66,43.27
600615.SH,*ST丰华,小金属,69.9,68.97,68.28,55.78,50.66,39.88,40.78,23.18,49.89,76.63,79.65,74.54,69.87,57.02,46.69,34.42,29.46,36.96,38.58,51.78,69.48,60.92,56.33,55.8,48.68,35.4,23.48,35.0,15.98,5.54
600576.SH,祥源文化,影视音像,69.87,60.15,57.66,43.32,52.97,53.92,34.15,9.96,18.42,8.32,14.36,11.61,19.42,12.59,19.08,36.17,29.68,32.46,28.67,34.31,39.88,28.7,25.68,33.39,31.24,23.95,28.06,35.64,27.9,30.45
300653.SZ,正海生物,医疗保健,69.85,84.23,82.27,72.26,44.01,68.49,56.17,66.3,74.67,68.65,69.32,47.99,19.5,21.91,19.02,17.97,12.9,5.75,4.13,2.33,3.07,3.5,3.55,4.4,19.5,9.14,30.15,7.74,12.06,10.73
603496.SH,恒为科技,IT设备,69.82,70.83,64.73,58.03,83.39,79.33,74.06,54.77,66.3,59.01,54.16,59.01,59.7,53.26,63.67,67.46,65.13,68.68,68.84,51.17,58.32,58.08,73.45,69.26,42.4,35.72,49.18,65.61,56.2,64.73
300691.SZ,联合光电,元器件,69.79,59.06,67.83,88.29,90.7,91.2,90.22,86.38,81.64,74.54,72.42,75.97,78.83,76.74,76.76,74.09,75.62,69.66,66.3,72.07,65.1,76.52,78.62,55.67,46.0,42.21,58.69,56.04,38.79,56.89
002829.SZ,星网宇达,通信设备,69.77,71.86,71.12,75.86,52.84,60.97,73.79,73.56,83.97,76.18,71.41,61.26,61.26,50.74,50.05,42.32,67.41,66.75,69.02,78.78,69.29,77.87,80.52,78.27,74.03,76.92,76.26,75.52,75.12,81.85
000049.SZ,德赛电池,电气设备,69.74,71.78,69.53,63.2,67.41,77.66,79.86,88.39,85.59,86.25,76.31,74.19,74.32,75.86,76.55,64.26,39.3,30.95,23.11,24.32,15.66,25.15,42.42,21.3,17.33,11.23,6.78,3.66,2.28,1.48
002843.SZ,泰嘉股份,钢加工,69.71,59.38,50.77,45.97,42.74,42.24,30.39,30.76,42.63,37.04,39.51,32.7,40.54,49.63,37.07,61.45,82.38,83.97,92.08,89.16,90.25,86.17,90.12,84.87,83.36,79.99,80.87,82.8,81.85,92.42
300284.SZ,苏交科,建筑工程,69.69,66.14,67.17,66.59,69.08,54.48,58.96,50.74,50.0,52.84,37.78,36.17,41.12,48.46,59.38,66.38,51.88,63.59,59.43,61.1,82.99,78.67,75.52,76.74,75.62,73.95,72.89,69.9,72.55,68.63
601200.SH,上海环境,环境保护,69.66,73.13,68.92,66.91,75.54,72.26,67.04,76.07,70.4,69.77,65.05,57.07,54.24,45.26,43.14,36.59,38.53,38.77,41.12,39.08,52.91,44.17,34.84,34.66,25.76,25.12,25.15,19.02,18.49,18.84
000935.SZ,四川双马,水泥,69.63,86.2,89.0,94.33,98.17,97.46,98.17,97.01,94.89,95.87,98.07,95.92,96.21,98.38,98.65,98.46,98.33,97.48,97.14,95.87,94.52,92.93,90.43,87.02,81.58,79.76,56.62,72.34,85.16,75.78
688118.SH,普元信息,软件服务,69.61,26.21,45.28,62.8,54.03,55.86,58.69,3.39,5.96,13.06,10.65,7.05,14.02,16.27,15.98,33.6,27.16,34.95,26.05,26.15,17.01,30.68,42.21,45.79,50.5,65.95,62.08,59.19,59.43,52.65
000513.SZ,丽珠集团,化学制药,69.58,77.77,70.27,33.92,7.84,4.61,9.62,8.66,7.29,4.82,14.6,9.51,12.72,7.95,7.0,8.24,8.45,1.99,2.49,2.54,4.5,3.34,6.81,13.17,40.25,57.95,48.46,31.0,38.5,30.52
600674.SH,川投能源,水力发电,69.55,69.42,72.87,67.91,75.25,72.2,66.19,68.65,55.46,65.69,67.89,62.29,67.06,65.18,57.66,56.09,44.65,27.08,20.4,14.6,22.34,14.76,19.34,18.71,14.63,14.73,17.38,14.52,18.89,11.08
688025.SH,杰普特,元器件,69.53,72.63,70.4,72.39,71.6,79.86,85.21,69.18,84.82,86.72,88.34,85.27,79.09,63.43,47.35,54.13,62.59,73.21,72.05,79.41,74.22,87.47,90.17,97.69,97.38,99.02,98.54,98.36,98.22,98.12
600797.SH,浙大网新,软件服务,69.5,66.45,68.63,72.02,63.06,53.37,55.96,31.98,7.74,15.37,51.09,29.84,35.06,38.47,61.02,54.77,59.17,55.96,55.72,57.66,53.95,55.35,51.83,47.16,54.0,55.67,48.99,53.66,44.65,33.04
600975.SH,新五丰,农业综合,69.48,56.73,66.35,60.76,75.7,71.28,58.9,65.74,59.7,58.72,67.41,67.89,60.68,69.9,62.56,58.43,58.96,58.16,37.63,25.81,35.59,36.94,32.11,49.34,33.92,42.74,45.02,49.74,62.19,58.48
600834.SH,申通地铁,公共交通,69.45,76.79,19.66,36.09,56.76,68.42,74.75,69.79,57.58,15.53,29.62,11.5,3.68,5.3,6.57,6.62,8.19,31.9,54.69,60.15,45.1,59.35,74.35,73.61,69.08,61.79,57.31,63.46,54.74,60.73
002479.SZ,富春环保,火力发电,69.42,73.05,61.87,63.57,26.23,10.81,19.42,18.15,8.8,8.08,9.41,9.67,11.63,3.34,3.1,3.13,4.35,4.21,6.31,8.0,10.2,11.98,13.7,12.22,10.12,14.2,13.06,14.31,17.06,9.64
603800.SH,道森股份,专用机械,69.4,65.5,62.0,75.04,79.65,89.98,92.13,96.5,92.79,90.06,83.04,82.27,77.77,80.21,83.15,86.96,82.46,81.4,84.92,94.46,94.46,95.23,94.75,92.34,92.45,87.84,91.92,85.0,97.09,98.78
603313.SH,梦百合,家居用品,69.37,77.24,66.96,38.92,19.29,18.84,30.52,16.91,21.38,19.55,0.66,0.69,0.64,0.69,0.42,0.42,0.26,0.19,0.19,0.26,0.32,0.13,0.11,0.26,0.21,0.21,0.13,0.11,0.32,0.26
002508.SZ,老板电器,家用电器,69.34,62.72,66.0,56.36,40.99,75.25,79.31,79.33,80.02,68.49,70.38,71.86,72.26,69.93,61.05,54.8,40.96,29.68,21.38,12.45,14.49,10.02,10.23,16.93,34.21,17.73,10.7,8.69,11.98,28.01
603803.SH,瑞斯康达,通信设备,69.32,86.94,89.35,89.35,88.61,80.23,72.87,74.38,81.0,81.27,78.33,81.74,77.98,80.82,81.96,80.21,53.05,64.23,34.29,16.96,17.25,20.61,5.7,4.93,4.72,2.31,2.76,2.07,1.35,1.32
002845.SZ,同兴达,元器件,69.29,73.5,74.17,76.76,67.67,72.87,72.39,76.74,73.71,74.64,88.82,94.04,96.53,97.01,96.61,96.42,95.18,97.14,97.4,97.51,98.3,98.65,97.64,95.87,96.16,96.29,96.34,96.26,97.24,97.69
002896.SZ,中大力德,机械基件,69.26,74.88,72.31,61.53,72.23,72.68,74.17,71.6,75.78,69.5,69.18,68.89,72.89,63.14,63.38,65.02,68.39,60.97,50.4,52.36,53.29,60.36,63.22,75.28,88.13,83.12,79.28,81.69,81.32,85.45
300210.SZ,森远股份,专用机械,69.24,59.46,67.91,68.81,72.39,61.79,62.35,61.02,60.07,55.41,48.09,42.18,31.45,41.71,48.89,51.17,51.59,47.96,56.84,56.54,39.32,58.61,56.04,58.06,58.72,64.73,64.15,64.94,66.16,67.09
600742.SH,一汽富维,汽车配件,69.21,64.55,69.66,69.63,64.26,64.86,59.17,59.96,54.85,64.71,73.58,64.52,61.98,59.33,50.08,51.96,31.13,39.51,24.96,26.52,18.44,19.53,17.28,21.91,23.71,24.7,32.41,28.59,19.02,13.46
002865.SZ,钧达股份,汽车配件,69.18,89.53,94.09,95.68,91.2,92.18,93.24,94.12,90.25,92.24,91.81,96.5,97.46,96.85,97.56,97.01,96.63,96.34,94.62,95.92,97.35,92.18,85.74,81.51,93.96,93.91,92.26,92.21,91.55,84.61
000586.SZ,汇源通信,通信设备,69.16,69.53,72.23,76.92,75.83,71.83,76.47,69.95,72.26,70.08,62.4,63.28,65.05,71.78,81.74,81.56,83.2,80.26,78.27,83.68,82.33,78.72,72.6,72.28,84.79,81.16,79.76,80.74,85.19,84.45
300181.SZ,佐力药业,中成药,69.13,69.29,84.26,85.88,87.81,80.31,79.54,75.89,69.37,89.03,88.84,82.35,85.16,84.58,85.69,92.08,88.29,83.41,80.47,78.25,53.52,42.13,32.01,17.2,11.95,20.24,18.63,25.12,26.05,7.02
002917.SZ,金奥博,化工原料,69.1,71.89,70.64,61.63,63.67,61.69,65.77,65.82,62.19,58.85,60.02,57.79,60.41,59.86,54.5,54.53,41.94,36.59,32.96,34.74,32.33,29.76,28.3,30.31,28.33,25.62,20.35,21.25,21.7,31.08
600052.SH,浙江广厦,影视音像,69.08,41.02,46.1,34.68,55.99,69.71,56.01,48.94,15.63,63.49,83.09,79.07,82.03,72.68,74.11,69.87,22.18,55.27,59.62,60.86,87.84,87.2,77.4,82.86,75.91,65.18,56.31,59.14,70.16,49.42
