,NAME,INDUSTRY,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08
002651.SZ,利君股份,专用机械,87.1,87.82,89.76,91.04,88.31,88.75,93.68,93.96,90.13,88.26,91.32,92.35,91.62,91.23,92.18,90.9,92.95,91.93,89.66,95.03,90.43,87.1,80.98,79.21,75.43,85.93,78.0,79.42,81.71,80.28,89.97,93.75,90.53,94.24,91.48,88.45,87.24,89.66,91.11,91.23,90.83,94.8,96.94,96.8,96.83,93.75,93.61,92.72,88.22,90.48,76.9,49.95,72.89,40.11,48.65,44.21,59.08,61.2,32.92,20.28,19.18,16.78,7.61,6.77,16.24,15.89,28.37,20.53,33.69,23.33,13.58,7.75,11.32,19.53,15.7,25.78,15.33,16.08,17.22,15.84,21.07,24.57,15.17,8.21,4.81,10.64,4.74,3.24,5.32,7.07,14.49,20.46,12.93,14.4,12.11,31.36,36.4,48.83,44.38,43.79
002760.SZ,凤形股份,机械基件,87.07,90.64,90.69,93.61,95.52,95.64,93.56,96.34,97.25,94.12,92.84,94.8,96.24,97.48,96.71,96.78,97.04,96.94,97.71,95.22,96.24,95.61,97.36,96.87,94.91,93.12,97.5,97.18,97.64,99.07,99.32,99.02,99.25,98.76,98.88,98.76,98.86,98.86,98.46,98.62,98.16,95.78,78.35,39.85,9.89,2.24,0.33,0.14,0.05,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.05,0.05,0.12,0.23,0.86,6.81,21.42,19.3,27.06,22.38,17.17,32.34,30.1,30.73,33.5,41.51,47.88,36.56,23.08,17.8,24.03,39.43,52.92,78.0,88.36,77.69,71.98,85.86,80.26,83.36,84.37,81.31,76.25,79.09,90.43,90.99,94.24,93.65,95.75,95.01,93.58
300297.SZ,蓝盾股份,软件服务,87.05,95.03,95.57,98.41,98.32,98.25,96.94,93.84,93.12,88.1,84.27,84.86,88.82,89.94,85.56,81.08,91.25,84.6,79.4,82.76,59.57,82.78,90.95,53.24,55.37,49.79,91.34,91.44,91.37,91.16,93.26,91.13,90.08,84.34,88.54,87.28,10.64,20.02,12.83,3.52,3.59,0.56,0.47,0.54,0.77,0.51,0.02,0.19,0.16,0.16,0.19,0.26,0.23,0.42,0.54,0.37,11.01,6.46,17.94,26.36,37.19,29.35,19.32,28.88,81.94,75.9,89.45,81.85,80.4,82.06,81.89,80.26,74.34,80.59,82.59,84.62,77.86,83.36,83.99,83.41,78.86,87.26,87.4,83.29,12.27,25.45,10.69,9.22,18.25,20.6,11.71,9.85,21.47,25.01,25.13,41.39,52.1,42.58,54.55,59.57
600793.SH,宜宾纸业,造纸,87.03,81.15,57.47,48.9,57.65,67.15,28.07,7.28,6.88,3.5,4.81,6.86,5.11,5.74,4.57,5.02,7.37,7.07,4.34,3.9,5.81,9.73,47.97,49.91,50.23,42.02,36.68,33.34,39.08,54.97,43.49,29.86,33.13,26.27,36.89,36.63,29.91,27.2,32.92,20.25,26.99,26.39,12.09,54.62,41.18,69.65,73.89,67.76,88.12,93.14,96.36,94.21,91.97,93.79,92.46,91.27,88.36,86.63,87.1,85.32,86.68,83.74,81.29,80.52,87.89,59.52,59.8,71.47,32.2,17.41,6.35,23.22,57.68,69.79,64.96,82.06,66.64,86.35,88.38,95.47,92.09,96.57,95.08,73.54,75.59,87.75,87.91,87.4,97.29,96.1,97.2,96.2,87.7,83.92,78.93,76.9,91.27,77.16,77.95,54.13
000972.SZ,*ST中基,食品,87.0,84.79,93.65,92.42,90.53,88.96,90.2,89.92,83.25,89.41,85.0,68.67,36.07,16.45,4.69,2.96,4.78,7.23,8.0,16.59,28.3,11.43,3.76,4.06,7.26,7.58,8.61,4.71,4.95,2.47,2.45,3.99,8.17,22.82,34.58,58.77,50.82,42.28,39.03,23.75,23.87,37.66,35.21,39.83,31.64,45.31,57.54,59.68,63.39,77.74,79.98,75.92,68.34,52.68,59.64,48.16,54.39,48.16,60.08,49.7,66.03,78.42,79.09,87.05,82.41,81.33,71.49,69.25,70.14,76.57,75.22,78.46,79.82,83.78,80.35,81.92,82.62,89.24,84.41,89.64,87.82,82.03,82.01,62.16,63.79,64.23,59.38,69.6,54.55,58.26,53.45,68.76,74.5,69.58,76.71,75.29,83.78,84.48,92.11,93.79
300548.SZ,博创科技,元器件,86.98,88.94,81.85,86.98,90.74,87.33,87.24,81.73,82.08,80.82,74.9,75.01,68.01,83.29,85.07,78.37,81.45,74.71,82.66,81.1,62.55,71.61,80.96,76.71,70.58,64.12,76.88,82.5,76.64,83.88,86.86,89.69,92.04,87.52,89.73,93.79,94.17,92.72,89.92,89.13,90.78,81.43,77.93,81.54,85.16,90.2,68.39,72.54,62.02,50.44,28.72,15.82,17.8,20.6,4.71,2.87,1.61,2.75,1.84,2.85,2.01,3.06,2.96,3.83,1.56,1.49,4.25,3.76,5.93,6.25,6.58,7.16,8.21,5.34,19.34,11.57,16.99,17.43,16.45,24.27,20.04,21.98,23.96,22.73,23.92,18.27,29.58,18.43,37.59,33.08,52.52,47.25,48.16,65.24,59.78,73.38,67.17,70.51,72.56,67.06
688560.SH,明冠新材,电气设备,86.96,82.38,79.54,73.89,75.71,81.66,81.31,80.87,77.74,86.4,88.12,91.23,93.12,91.67,49.51,78.28,90.83,88.66,94.56,96.01,94.31,93.63,93.65,97.53,99.21,98.83,98.41,98.25,98.53,98.2,99.58,99.56,99.3,99.11,99.07,98.72,98.58,98.72,97.67,96.59,97.29,97.43,95.59,90.78,52.59,56.53,52.92,44.8,28.6,8.56,0.42,0.28,0.35,0.98,4.06,5.81,10.62,70.04,52.96,60.92,8.89,23.92,59.33,25.5,32.87,43.09,41.9,68.71,75.73,69.67,73.33,52.75,49.65,37.1,18.83,16.94,7.02,1.0,1.0,1.19,6.86,6.88,3.87,11.46,16.15,10.2,27.39,9.05,10.64,34.48,42.25,68.43,28.25,44.14,69.58,68.5,62.41,71.42,63.16,78.84
300637.SZ,扬帆新材,化工原料,86.93,83.41,85.93,88.68,90.01,90.53,83.18,81.47,85.04,79.91,42.56,34.48,27.88,57.44,68.41,82.22,64.63,63.16,71.7,80.94,79.07,78.04,71.12,54.34,35.72,30.61,49.07,55.58,49.16,82.85,84.53,85.63,86.02,82.62,78.86,81.59,77.86,71.14,73.1,58.63,58.7,70.3,72.31,81.73,87.7,83.53,80.03,78.63,83.99,59.68,52.66,46.99,44.87,55.18,43.91,4.41,4.01,7.3,4.18,6.09,5.23,3.8,4.34,6.18,3.13,4.13,4.76,4.39,3.85,5.55,4.48,5.16,3.55,1.98,1.0,11.32,21.37,25.48,36.23,37.68,36.3,43.82,38.89,30.89,44.73,37.03,34.76,33.43,40.29,46.43,44.61,38.19,50.63,57.05,65.14,56.46,63.86,62.9,61.92,61.74
300242.SZ,佳云科技,互联网,86.91,45.8,58.42,75.27,69.04,73.54,81.89,76.81,64.68,70.14,72.82,81.99,72.59,75.13,69.04,71.09,61.13,52.59,52.87,40.25,16.08,39.66,59.66,45.01,43.91,34.76,14.05,15.07,30.17,49.49,44.05,24.99,26.04,21.0,40.83,37.45,30.7,38.61,44.33,43.28,34.9,21.21,13.98,12.93,15.12,11.39,19.11,12.83,11.99,6.91,8.31,14.98,13.46,21.96,26.27,18.01,19.72,19.3,23.96,24.29,33.6,48.25,40.43,52.57,50.54,54.55,54.43,57.58,56.58,61.97,58.56,45.71,51.17,42.42,36.65,49.42,44.63,45.89,48.11,52.8,43.7,28.63,32.31,18.64,19.62,22.8,18.78,24.55,43.47,29.75,35.28,32.99,41.53,52.68,51.28,41.46,57.89,52.54,59.52,58.38
603383.SH,顶点软件,软件服务,86.89,82.45,87.45,85.95,87.8,80.75,80.33,73.94,50.44,51.14,37.7,36.72,9.75,20.84,21.19,26.43,19.93,14.14,9.73,9.66,3.94,3.9,2.31,3.15,3.1,4.71,5.67,7.51,13.95,28.65,26.53,25.22,27.97,28.44,39.41,48.88,45.22,43.3,51.52,49.6,58.47,53.59,70.6,68.04,73.64,70.42,86.54,83.78,86.23,82.41,84.53,85.11,84.79,84.23,80.61,78.39,64.37,76.11,85.51,83.57,94.24,96.06,89.38,89.24,84.9,85.07,70.95,65.89,51.82,48.37,40.39,44.1,34.41,30.47,58.82,53.31,85.3,79.75,67.2,68.95,29.19,12.27,27.55,37.91,46.36,71.84,71.89,87.21,91.86,93.12,93.47,91.86,91.04,94.35,90.85,90.04,83.34,89.57,89.66,90.39
688059.SH,华锐精密,机械基件,86.86,80.14,84.97,89.5,91.83,93.02,96.22,94.52,94.24,89.13,91.81,94.91,95.87,94.07,95.89,92.98,94.31,76.41,77.74,83.22,77.09,78.25,30.91,23.33,54.01,73.68,32.08,52.59,71.23,79.42,81.47,78.56,71.4,81.19,85.11,66.05,49.16,61.25,54.04,18.57,5.16,4.88,17.8,36.37,13.77,4.95,10.55,11.41,22.07,23.26,16.4,53.31,49.46,36.33,30.61,86.37,85.79,77.37,83.69,82.52,93.4,97.55,96.29,91.13,85.23,85.63,87.17,78.28,45.71,34.11,22.98,7.12,7.3,8.14,5.6,4.13,4.55,3.85,2.01,4.64,9.8,1.94,5.53,21.68,14.89,12.37,15.31,27.48,32.29,42.91,36.93,60.97,69.02,67.59,85.32,86.47,84.37,91.3,88.31,79.28
300597.SZ,吉大通信,通信设备,86.84,79.47,83.04,87.19,85.51,87.8,88.71,86.82,83.27,79.21,72.87,72.0,70.98,74.71,75.38,73.43,78.93,74.62,59.71,48.02,32.2,73.66,68.01,52.82,68.95,47.2,39.64,30.19,47.43,64.3,66.82,57.33,69.09,83.13,85.0,78.0,82.01,78.37,78.7,83.53,82.85,70.02,74.22,69.13,61.83,68.6,63.02,62.72,61.43,71.84,75.92,79.75,60.76,20.86,11.81,23.17,16.12,16.61,21.14,14.75,16.38,16.54,13.35,20.98,16.82,16.94,16.8,23.5,25.34,17.34,13.65,15.54,22.7,21.07,24.06,18.06,17.45,27.06,26.27,36.05,40.29,86.54,70.44,58.07,67.9,63.86,61.53,51.28,49.86,47.67,59.64,51.63,49.7,55.58,57.42,53.99,62.69,60.78,57.26,53.38
300582.SZ,英飞特,半导体,86.82,69.62,99.46,99.18,98.93,96.8,95.59,99.44,99.56,98.51,98.46,97.15,96.34,97.71,85.53,96.69,98.16,97.99,98.58,97.99,97.27,98.6,98.62,98.72,96.94,97.95,98.74,96.06,94.14,97.43,99.09,99.18,99.02,99.0,99.23,96.62,87.73,88.52,89.03,86.21,81.78,80.07,61.95,91.27,92.53,79.3,49.53,24.08,17.5,19.27,6.14,1.52,2.01,1.31,0.89,1.96,3.64,4.83,1.75,4.48,4.76,4.9,7.19,0.93,1.28,2.64,3.08,3.9,10.59,2.15,1.19,1.7,3.94,5.46,6.79,6.98,5.97,12.6,11.62,10.71,15.31,17.57,31.89,75.97,83.34,60.76,92.28,83.36,74.64,87.84,86.86,86.86,63.46,69.11,85.53,85.0,90.83,84.39,82.43,84.69
002153.SZ,石基信息,软件服务,86.79,82.24,72.98,3.43,3.34,2.71,2.66,2.29,1.56,1.33,0.7,0.44,0.7,0.42,0.33,0.26,0.3,0.28,0.23,0.19,0.16,0.21,0.14,2.92,2.96,5.11,6.42,9.43,14.93,13.04,11.88,17.34,13.37,19.3,20.39,26.04,22.54,20.51,20.91,12.3,10.8,12.83,9.57,7.84,8.98,7.09,6.14,4.99,4.32,4.97,6.02,4.81,3.13,3.15,4.76,4.69,5.67,4.92,8.73,12.83,42.44,24.99,27.58,25.97,26.99,31.45,22.91,28.88,22.17,31.03,69.86,85.49,94.91,98.27,99.44,99.21,99.3,99.23,99.39,99.39,98.39,99.14,99.39,99.42,99.16,99.11,99.25,99.18,99.21,98.58,96.01,89.76,73.57,42.37,5.97,18.76,30.8,33.57,30.54,57.82
605117.SH,德业股份,家用电器,86.77,96.38,96.29,95.08,95.26,98.81,99.16,99.37,99.49,99.42,99.23,99.28,99.56,99.3,99.44,99.3,99.42,99.0,99.23,99.3,98.18,95.99,97.43,98.39,97.6,95.26,83.62,81.57,85.18,93.4,96.29,96.1,95.54,97.04,97.99,99.04,98.81,99.02,97.81,97.76,99.14,99.6,98.32,97.2,94.31,94.21,96.57,97.95,95.36,91.74,93.37,78.72,90.97,91.76,86.98,79.79,86.37,89.94,72.56,71.44,36.47,13.7,37.38,24.43,31.22,77.23,74.94,88.47,88.47,67.73,31.87,53.85,31.43,56.6,69.58,33.41,57.12,72.56,75.71,81.15,95.82,99.02,99.51,99.72,99.77,98.86,99.35,96.57,97.25,99.39,99.37,99.63,99.72,99.63,99.11,99.39,97.71,97.2,98.86,98.95
688520.SH,神州细胞-U,生物制药,86.75,79.49,58.05,42.88,43.12,49.93,57.47,63.46,64.35,59.03,65.28,34.02,33.11,21.05,15.24,12.95,16.52,9.66,7.68,11.99,30.35,24.66,86.75,88.45,92.67,92.86,93.05,94.54,93.56,95.82,92.39,90.36,90.76,90.2,91.16,94.66,97.78,98.76,98.72,98.97,96.57,97.13,90.55,90.83,76.04,78.37,55.3,31.38,18.48,9.54,24.03,43.35,39.57,49.07,23.38,13.28,0.98,0.96,1.42,0.98,1.49,1.52,0.84,0.75,1.24,0.86,10.57,7.37,11.2,9.36,15.03,13.93,16.99,16.94,16.96,11.22,27.2,28.72,16.73,38.75,34.95,27.39,33.53,37.8,54.32,49.18,16.24,15.14,24.29,28.14,16.12,12.46,24.55,19.2,33.92,54.67,64.56,63.11,84.55,79.19
601878.SH,浙商证券,证券,86.72,64.98,21.12,42.16,36.93,30.07,35.04,23.17,13.37,24.57,39.41,37.12,36.75,59.87,40.64,34.06,19.39,19.2,10.69,19.41,19.34,30.73,42.11,26.67,39.24,32.62,33.64,37.24,35.32,41.18,36.75,32.8,25.08,22.56,32.83,31.19,42.58,41.88,39.55,28.44,32.17,28.58,41.18,37.38,26.01,26.57,34.04,41.88,69.79,47.18,38.92,43.0,53.99,42.37,69.13,71.42,56.95,66.43,89.76,91.55,86.35,84.81,84.86,83.55,83.46,85.7,79.54,73.08,49.37,56.37,66.05,68.74,65.89,72.49,55.97,68.01,80.26,65.03,24.36,17.38,31.36,30.17,22.4,34.67,39.15,38.75,42.77,57.96,55.65,74.38,60.87,64.05,77.02,67.55,68.85,57.14,48.6,53.55,56.72,62.11
605178.SH,时空科技,装修装饰,86.7,84.88,82.92,84.9,75.87,83.06,77.81,78.18,76.46,78.25,3.66,2.89,3.08,2.5,2.08,1.56,1.61,1.31,1.05,0.51,0.54,0.75,0.77,0.72,0.75,0.61,0.82,1.03,0.89,0.84,45.78,41.46,54.22,71.61,67.03,61.39,58.84,60.92,63.95,67.03,69.2,69.32,66.73,65.35,61.9,62.11,61.13,67.97,69.09,69.02,70.32,78.3,63.91,55.09,48.76,53.94,61.55,65.26,64.02,55.6,55.37,50.63,47.76,42.37,47.67,51.73,52.4,58.38,60.06,67.55,74.1,75.22,80.7,79.65,79.63,73.4,80.96,75.62,70.23,65.28,50.93,65.91,72.63,80.89,76.83,62.95,43.05,54.92,64.09,65.63,59.03,57.09,51.38,56.53,65.31,68.99,55.93,67.22,66.47,85.49
000780.SZ,ST平能,煤炭开采,86.68,94.59,92.53,92.07,93.16,44.49,90.41,94.05,95.05,95.92,95.87,93.49,94.05,94.45,92.46,90.62,87.31,93.05,90.6,92.25,92.14,86.07,90.55,90.2,86.16,53.1,87.38,80.84,77.9,69.23,75.1,82.03,79.79,81.15,77.13,79.23,86.0,85.09,85.67,80.91,79.79,81.66,78.77,79.16,78.16,77.9,74.92,78.7,80.21,88.45,87.98,88.31,88.82,90.74,91.9,92.25,89.43,90.22,91.83,93.16,93.56,95.08,94.61,95.31,94.31,94.1,94.19,94.35,93.26,92.21,92.37,94.0,95.64,95.75,97.85,97.41,98.58,98.18,97.32,93.51,86.84,68.25,51.52,76.57,76.97,82.9,89.59,93.54,87.96,87.59,82.08,73.22,46.2,49.23,37.4,36.89,19.58,32.2,51.73,66.52
300827.SZ,上能电气,电气设备,86.65,85.72,72.73,65.31,73.82,81.01,84.2,84.04,85.49,87.68,97.9,97.46,99.46,6.14,6.04,8.68,4.57,3.01,6.88,23.59,14.51,11.74,32.41,38.96,38.66,17.06,5.6,1.75,2.4,27.55,8.47,57.37,8.49,99.74,99.86,99.95,57.42,56.91,56.07,55.34,57.14,99.98,99.98,52.61,48.74,47.01,45.12,55.11,55.18,59.43,55.97,38.29,28.65,99.32,98.11,61.39,39.03,39.52,42.16,37.38,36.3,4.15,0.56,36.19,36.79,38.12,38.82,34.2,36.86,39.41,38.87,46.45,45.03,0.21,0.3,1.28,2.12,19.83,5.44,2.85,3.94,1.75,37.87,72.4,79.96,68.34,71.49,70.79,26.78,96.52,99.04,98.93,98.65,95.54,94.1,95.73,96.2,91.81,92.74,93.84
600055.SH,万东医疗,医疗保健,86.63,85.09,75.87,81.47,86.09,86.56,89.24,85.84,86.93,80.87,54.74,75.55,70.81,80.73,86.23,83.48,69.74,84.16,89.41,87.7,88.8,92.37,96.41,98.34,98.6,99.37,99.28,99.65,98.79,98.93,98.39,95.47,96.03,96.24,94.73,96.57,97.43,96.34,92.16,85.6,84.44,85.04,68.97,23.36,8.24,1.21,5.97,5.34,22.21,36.07,24.36,17.78,46.55,33.04,20.77,10.17,19.32,8.82,10.5,14.02,14.12,11.2,7.79,12.72,13.21,12.34,9.99,2.17,2.15,1.0,5.58,24.2,15.21,18.97,21.79,27.06,18.85,38.78,42.28,55.02,65.61,83.57,85.63,73.1,75.76,77.3,49.07,55.09,65.96,60.36,46.71,21.72,30.14,37.54,51.8,48.81,54.69,58.4,53.29,64.82
600756.SH,浪潮软件,软件服务,86.61,85.21,78.21,78.77,82.36,77.79,78.39,58.1,62.46,58.24,61.2,62.18,60.87,57.58,56.09,57.54,60.71,43.09,24.59,43.33,12.86,22.56,32.48,47.74,51.54,52.03,42.35,51.21,56.14,56.6,50.61,46.34,54.97,50.89,57.91,57.72,55.41,53.62,53.29,34.9,53.62,45.29,37.19,22.89,17.03,20.02,19.88,22.84,18.43,24.15,28.79,28.21,18.57,24.55,22.61,32.24,72.38,59.22,49.95,53.38,38.31,46.73,46.1,51.24,44.12,50.09,52.38,58.77,56.42,68.97,63.58,54.69,56.11,61.57,66.66,53.27,26.64,29.33,41.86,42.79,45.29,43.84,46.22,49.91,52.45,52.08,57.77,49.67,64.49,39.34,45.26,51.42,55.23,47.46,42.74,45.01,45.03,48.25,53.41,49.56
002184.SZ,海得控制,软件服务,86.58,88.43,88.8,2.5,2.92,3.34,3.62,2.38,2.5,2.12,1.77,1.73,1.1,0.96,0.7,0.89,1.12,0.37,0.4,0.4,0.28,0.51,0.49,82.24,88.17,87.38,78.79,78.44,72.21,79.72,83.04,82.87,89.17,78.42,84.41,82.8,88.8,92.04,90.34,88.43,95.94,92.74,90.34,83.99,64.77,50.98,56.21,51.56,66.59,54.13,58.68,80.8,74.85,86.49,78.56,77.69,68.34,53.59,35.56,46.29,45.19,56.39,54.62,60.8,49.11,71.35,67.34,91.25,91.97,94.47,95.92,91.37,81.92,86.21,79.96,86.47,90.34,92.11,91.32,76.83,29.65,16.08,30.35,19.62,42.49,34.06,46.73,6.65,3.8,3.08,1.52,3.62,9.71,5.02,6.32,2.43,0.89,2.57,5.6,25.36
600439.SH,瑞贝卡,服饰,86.56,85.16,83.81,62.97,30.33,6.98,35.3,27.27,10.03,17.78,15.8,4.53,6.79,4.62,32.83,64.77,76.29,46.15,62.62,55.88,63.28,70.6,71.56,73.71,53.43,59.47,51.1,56.88,59.47,54.6,53.87,43.3,27.18,46.06,11.88,7.09,3.43,6.63,5.44,4.18,6.63,6.56,9.22,7.07,13.93,12.44,9.45,11.06,15.49,17.59,15.31,19.88,26.69,22.07,37.31,40.95,36.7,41.06,49.6,55.04,58.35,56.7,56.23,66.38,66.4,65.03,69.06,68.78,67.66,70.91,68.71,68.88,72.45,67.52,57.47,61.2,67.2,61.13,61.74,63.84,66.47,60.71,58.73,39.59,40.67,42.56,28.42,32.99,30.59,23.94,30.03,31.59,29.75,35.28,45.01,44.96,42.74,49.14,42.09,39.59
600189.SH,泉阳泉,软饮料,86.54,81.99,79.23,77.65,81.8,73.57,58.49,26.11,41.74,22.0,30.89,26.41,14.19,18.34,10.41,3.5,3.52,2.38,3.13,6.88,10.57,16.01,12.13,32.17,22.45,14.14,18.95,25.08,21.89,37.35,30.87,14.96,14.98,8.1,9.29,10.36,7.91,4.99,2.15,1.45,1.8,5.9,8.8,4.99,6.44,8.35,8.63,4.11,7.21,11.2,8.4,13.56,15.96,34.04,28.88,23.5,22.17,25.34,36.33,45.52,63.46,30.28,17.31,19.86,20.98,21.47,20.84,22.17,18.85,14.07,23.17,22.07,24.97,24.59,47.76,31.1,26.22,32.9,37.1,36.23,19.02,25.66,26.69,21.91,20.84,19.72,19.23,22.0,26.46,22.35,24.92,29.3,18.13,21.33,9.96,23.71,32.87,42.18,27.55,22.52
002464.SZ,*ST众应,互联网,86.51,85.35,93.84,95.45,97.78,98.39,99.23,99.3,99.28,99.32,99.39,98.48,98.39,97.46,97.88,97.69,96.9,97.5,97.18,95.26,97.99,97.29,94.52,94.42,94.73,93.61,94.66,94.33,93.61,87.35,87.4,89.01,83.74,88.17,80.19,61.81,40.43,23.54,20.04,24.06,7.16,24.9,56.81,60.71,58.21,67.87,68.67,69.44,69.72,69.11,67.03,83.78,91.37,94.98,96.59,98.16,98.72,97.71,98.53,98.44,98.65,97.62,95.03,97.2,94.07,96.55,92.28,84.86,61.43,72.0,50.91,45.57,18.08,6.02,9.01,11.13,16.29,12.53,30.05,39.85,66.94,71.05,78.32,75.08,71.93,45.59,69.67,75.9,84.44,86.44,79.77,67.41,84.16,90.13,74.43,44.94,30.42,57.19,63.0,61.92
002137.SZ,实益达,通信设备,86.49,95.54,92.93,95.96,89.01,83.57,81.59,85.23,83.64,80.56,79.21,79.86,76.46,76.92,75.31,75.41,73.75,66.43,61.18,52.82,12.18,3.13,7.42,3.43,12.25,11.92,16.4,14.07,15.75,19.44,22.03,22.77,33.92,48.18,49.51,52.64,49.74,49.42,49.35,43.93,41.97,33.55,38.57,43.44,49.3,76.85,65.87,74.06,76.48,80.24,73.75,71.26,57.28,32.45,35.81,26.48,47.6,47.2,53.9,55.02,65.94,58.61,57.86,58.54,52.96,31.26,42.88,30.07,30.17,34.46,36.05,39.59,44.54,42.37,42.37,52.26,34.62,34.37,29.28,30.84,27.97,35.51,34.3,33.74,41.51,63.14,59.68,60.03,59.61,40.18,54.62,57.63,47.13,53.71,55.25,50.4,51.94,54.39,56.28,60.73
300062.SZ,中能电气,电气设备,86.47,74.41,67.31,63.65,65.45,58.12,70.11,78.44,81.45,88.15,85.35,76.85,81.19,74.31,59.59,73.8,69.16,78.56,77.06,81.87,82.97,86.86,92.25,86.4,88.26,90.27,94.82,98.11,98.25,96.17,95.26,97.48,94.87,96.31,96.66,97.57,96.29,94.19,95.05,92.67,95.29,96.22,94.77,99.11,97.88,93.51,90.25,14.89,8.54,19.6,40.41,18.83,46.52,32.27,18.83,7.14,23.89,32.45,12.83,23.08,14.75,10.38,11.95,1.03,2.1,6.51,1.77,3.99,13.6,7.47,8.75,10.76,12.11,16.26,54.5,83.41,63.84,78.88,71.0,34.86,27.18,29.82,35.39,26.69,56.25,69.37,83.64,87.63,67.87,86.82,88.89,92.95,94.7,94.0,87.05,72.47,65.49,51.59,61.85,71.98
300629.SZ,新劲刚,元器件,86.44,81.94,88.85,81.05,81.31,72.82,88.03,86.02,87.47,85.53,79.82,82.71,77.04,85.65,83.22,83.99,78.84,67.99,63.88,74.41,57.56,63.74,35.09,42.16,50.33,56.98,30.28,54.76,46.13,53.45,71.63,65.1,94.49,93.68,93.65,92.32,96.69,97.06,96.83,96.34,97.36,98.83,99.79,99.77,99.56,99.46,98.95,99.25,99.35,99.49,98.97,99.21,94.4,88.43,81.01,85.28,67.08,81.36,51.24,42.14,24.64,10.13,0.93,0.54,1.87,0.96,2.64,1.28,2.71,3.31,3.41,1.4,2.15,2.54,3.27,4.74,3.71,2.03,7.86,12.48,10.29,9.96,11.71,16.19,14.61,20.37,55.72,41.88,53.36,61.78,75.31,76.27,64.51,94.87,97.71,98.02,97.67,97.22,97.88,97.95
603283.SH,赛腾股份,专用机械,86.42,82.64,93.19,97.48,97.99,97.9,97.88,95.19,96.13,95.15,94.52,95.15,97.48,96.48,93.7,93.4,94.47,95.19,93.42,92.81,93.42,95.43,86.49,37.82,9.24,12.58,9.08,26.06,30.21,49.11,76.95,88.52,82.06,93.4,96.15,95.17,86.12,73.43,79.05,69.16,65.21,67.24,73.12,65.47,77.11,70.46,81.52,81.36,57.96,50.47,14.93,3.13,1.84,0.44,0.21,0.23,1.38,2.73,1.35,1.7,1.45,0.84,1.31,5.2,3.2,3.71,4.01,3.27,10.01,7.61,4.57,2.68,4.04,4.69,6.09,9.47,10.52,15.77,21.47,24.5,29.02,24.78,28.16,33.55,56.58,48.13,44.66,44.54,44.94,50.75,66.78,71.26,88.33,95.82,97.2,97.95,96.8,97.18,97.57,97.57
000498.SZ,山东路桥,建筑工程,86.4,85.42,87.05,88.54,85.18,84.6,78.95,80.56,83.06,85.35,86.93,87.4,86.21,81.66,77.69,68.78,46.57,25.15,15.7,16.73,12.83,12.55,11.13,12.55,62.09,66.78,79.75,77.6,75.1,78.49,76.46,82.13,75.24,84.62,79.82,79.05,85.93,93.16,91.46,91.02,87.73,89.73,88.31,86.72,62.11,56.35,60.9,69.09,83.64,72.94,75.57,51.89,59.64,53.36,47.85,57.05,51.26,44.68,62.81,77.23,74.01,82.2,86.49,83.6,87.05,89.1,83.13,76.83,59.57,71.3,70.81,77.46,77.44,71.02,46.52,36.4,37.0,16.31,9.08,6.14,8.94,4.9,2.75,18.67,17.15,29.58,41.23,68.36,73.73,73.99,68.76,62.62,33.85,63.25,84.53,79.44,84.55,82.76,85.14,85.07
